"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248","V249","V250","V251","V252","V253","V254","V255","V256","V257","V258","V259","V260","V261","V262","V263"
21,0,1,2262,0,1,1315,1,1,53,1,175,2803,37,0,3,384,10,4,1,3,5,0,1646,646,5,0,43,5,0,4,2,546,14,8,337,602,1,6,363,1671,750,3870,0,1261,0,12,14236,483,5065,3,307,4,39,3,15,0,2,0,8,403,102,6,0,701,220,6,11282,26,73,3,9,2,1791,2822,21,4,9,16914,977,1,177,92,0,24,0,2740,1079,72,9007,8,22,27,5,93,1,668,2,0,6175,1,10,0,0,0,196,12119,0,0,0,2,680,7096,6802,1,702,0,1,14,3,5,0,8,5,2316,3,90,0,399,34,4,8586,28,28,12,11,5193,10618,1,5222,9606,11078,4089,6211,826,532,4,10437,8,1,3977,640,16,0,2,2,33,6105,19,14,10560,10796,9407,10836,11,3237,9,105,11,11691,8,0,30,1,2,0,23,8,432,2,1106,4,1,2,5,12832,0,131,303,57,5,4,146,25,48,63,15,33,0,2,1,32,1,0,5,0,3,10,759,28,3949,7,5,0,12,16,107,3,20,30,1,0,499,1771,159,956,12,88,7525,13451,7848,1348,4814,12217,13,12289,11817,7362,10503,2,13,11,176,579,0,5914,77,6,10616,10,0,0,0,6,2152,1660,20,37,3,333,1959,4591,8580
15,0,3,897,0,0,694,3,0,81,0,155,3833,21,0,1,121,4,0,2,7,7,0,1125,369,8,0,24,4,0,2,0,540,11,2,70,137,0,6,280,1064,536,5403,0,848,0,3,11470,160,3644,0,298,1,17,0,7,0,0,0,1,100,20,0,3,497,175,1,9396,18,70,12,5,0,1157,2215,4,2,5,8402,267,0,131,46,0,7,0,3145,1507,44,7092,5,21,27,2,75,3,320,1,0,7852,1,4,1,0,0,57,9025,0,0,0,1,247,7128,4636,0,372,0,1,9,3,3,0,2,3,2559,4,38,1,242,30,2,9781,34,28,10,2,4589,12032,0,7846,9216,10456,3991,3962,578,467,5,3423,3,1,2981,374,2,0,1,0,18,4111,21,1,16538,14928,11301,9497,4,2157,11,111,13,13264,2,0,10,1,1,0,7,3,243,3,464,0,0,0,2,13414,0,68,96,16,2,4,155,33,25,46,16,17,0,3,0,16,0,0,2,0,54,2,691,0,3321,2,2,0,24,19,48,0,23,10,0,0,280,1040,50,712,4,34,7452,13753,7500,666,5712,12766,3,14766,16013,6877,9149,0,3,9,81,325,0,5365,57,1,6898,2,0,2,3,4,568,475,14,48,0,208,1814,4692,5990
12,0,0,1037,0,0,752,1,2,62,4,168,3968,18,0,4,138,6,5,2,1,7,0,1225,461,15,0,27,1,0,0,0,561,19,3,67,134,6,2,293,1175,553,5852,0,895,0,8,12847,194,4114,0,281,4,24,2,27,0,1,0,2,112,20,3,2,586,231,2,10166,16,48,7,5,2,1273,2503,4,2,2,10505,333,0,142,69,0,8,0,3429,1749,52,7987,2,26,20,4,94,1,421,1,0,7960,0,5,0,0,0,85,10904,0,0,0,6,275,8311,5798,0,417,0,0,10,2,4,2,8,1,2807,4,23,1,247,27,1,8162,27,15,8,5,5184,9644,0,8526,10228,12778,4604,4377,496,465,2,4411,4,2,3428,380,3,5,1,0,10,4780,30,1,16074,15725,12939,10043,10,2598,13,116,6,14822,1,0,8,5,2,0,8,7,240,0,648,3,2,0,3,13653,0,63,169,19,1,5,127,26,34,39,11,17,0,3,0,31,0,0,1,0,86,1,742,3,3478,4,2,0,16,20,52,2,31,6,0,0,242,1228,40,606,7,25,8822,14746,8668,676,6441,14406,7,16888,18853,7991,10766,1,0,5,101,401,2,6208,51,2,7947,1,0,3,0,2,741,555,16,5,1,202,1919,5264,7032
25,0,0,1184,0,1,726,5,0,59,0,134,4218,26,1,1,160,6,2,7,1,18,2,1311,420,8,0,31,2,1,0,1,540,21,6,82,190,0,5,322,1295,546,5726,1,939,0,5,13265,193,4272,1,333,3,28,1,11,0,1,0,2,119,24,3,2,577,201,5,10863,30,55,4,4,2,1292,2616,13,4,4,11254,365,1,111,55,1,10,0,3600,1754,42,8495,5,20,47,1,82,0,385,2,0,8256,0,3,0,0,0,75,11398,2,0,0,0,304,8260,5755,0,507,0,0,6,2,3,1,2,0,2923,6,36,3,252,23,3,8022,15,26,8,4,5164,8745,1,8364,10603,11952,4462,4525,589,519,4,4719,0,3,3483,413,6,0,2,0,18,5221,47,5,16982,16786,13273,10684,16,2591,16,104,11,15552,2,1,12,2,0,0,7,5,311,5,599,2,1,1,3,13919,0,63,148,28,2,5,148,15,26,44,11,13,0,3,0,28,0,0,1,0,100,1,795,2,3737,6,1,0,32,14,39,4,14,19,0,1,323,1232,70,682,9,36,8981,14587,8929,773,6709,15161,6,16247,18732,8001,10276,0,7,3,88,454,0,6992,47,3,8597,1,0,1,2,10,726,707,24,5,2,214,2011,5239,7085
15,0,1,1287,0,0,836,9,1,60,1,158,4134,18,0,1,194,1,2,3,1,2,1,1296,525,4,0,33,1,0,3,2,618,18,2,75,256,1,2,332,1386,657,5955,0,975,0,14,13398,212,4014,3,323,4,36,4,13,0,1,0,21,144,28,2,1,649,259,0,10932,32,57,6,9,1,1541,2567,7,2,3,12763,442,1,101,43,0,9,0,3797,1809,44,8431,7,12,31,2,74,0,456,0,0,7661,1,4,0,0,0,103,11943,1,0,0,0,417,7896,6239,0,440,0,1,7,3,4,0,7,3,2693,4,46,2,252,33,1,8226,16,30,18,6,5567,9721,0,8403,10859,12000,4525,5333,690,443,6,6001,0,4,3538,448,3,1,1,0,22,5584,30,5,16177,14969,11925,10426,10,2736,24,92,4,15590,0,0,12,3,0,0,17,8,290,1,633,1,1,2,1,12980,0,86,167,42,2,1,145,22,34,44,9,16,0,4,0,19,1,0,2,0,68,1,917,2,3803,4,6,0,23,27,52,0,19,11,0,0,328,1335,74,771,8,57,9517,14241,9083,866,6687,14302,9,16440,18103,8238,10794,0,3,5,147,490,0,7066,54,3,8752,4,0,0,2,0,1003,742,28,10,1,270,2024,5524,7446
27,0,4,1676,0,1,1081,2,0,53,2,122,3398,21,0,1,218,7,5,3,2,14,1,1446,555,6,0,31,2,0,1,6,488,9,9,149,313,0,8,292,1482,675,5901,0,1094,0,4,13987,254,4663,3,284,4,30,2,17,0,0,2,6,187,43,3,1,671,223,3,11834,18,53,4,3,1,1685,2841,30,3,0,16370,521,1,132,63,0,14,0,3335,1362,58,8871,9,29,17,3,97,0,547,1,0,8044,0,6,0,0,0,85,12068,6,1,0,0,518,8372,6968,2,548,3,0,15,0,7,0,6,4,2519,6,42,2,250,37,2,8095,16,19,11,4,5985,7945,0,7626,10858,11443,4737,5741,590,486,5,7705,1,2,3926,417,8,2,1,0,24,6214,32,10,14544,13111,10930,11083,9,2502,9,116,13,13946,1,1,17,4,1,0,14,14,351,3,685,4,0,0,7,13838,0,86,181,34,3,6,146,15,46,53,15,25,0,5,1,39,0,0,2,0,100,1,846,1,4369,3,6,0,20,17,64,1,14,14,0,2,362,1820,96,763,2,73,8578,13766,7690,1189,5705,14472,6,14843,14981,7808,11338,1,6,7,158,510,0,7131,59,5,10591,6,0,2,1,2,1307,929,24,10,2,251,1990,5731,8391
16,0,3,1955,0,1,1522,2,1,38,1,228,3153,32,0,1,251,6,8,3,3,14,0,1323,545,10,0,36,2,0,1,4,491,10,9,243,433,2,5,292,1576,741,6006,0,1354,2,6,14611,362,4963,3,255,4,28,5,16,0,0,0,1,264,43,12,0,701,217,2,12378,26,42,6,7,2,2222,3615,16,5,9,19085,647,4,200,87,0,18,1,2939,1129,64,9160,13,41,22,7,92,1,522,2,0,7111,0,2,0,0,0,84,11171,1,0,0,3,632,8208,8491,1,494,0,0,12,4,12,1,2,2,2426,4,74,1,365,36,9,6020,32,26,16,7,5111,3814,0,5401,10060,11188,4133,7260,697,1019,5,11404,4,0,3605,519,8,0,1,0,23,7444,42,12,12737,12225,11501,11391,10,1963,15,140,10,11377,4,0,15,4,0,0,17,4,475,3,716,6,2,3,5,12574,0,102,285,64,1,3,168,16,41,67,15,26,0,6,1,29,3,0,0,1,3,4,866,2,4677,10,5,0,35,25,53,2,30,10,2,1,483,1809,120,928,13,62,7446,14437,7439,1173,4812,13548,16,13354,16422,7002,10814,2,7,7,171,413,0,8202,79,5,12418,6,0,1,0,5,1481,1214,23,17,1,304,2408,4747,8026
27,0,4,1669,0,0,1547,5,1,41,1,200,2509,28,1,2,320,7,4,5,6,6,3,1162,536,9,0,32,5,0,4,2,499,21,11,325,430,0,9,257,1782,885,4963,0,1107,0,8,13401,349,4736,2,225,2,21,5,22,0,0,1,7,281,52,6,0,646,196,6,10267,31,78,7,8,1,2043,3051,21,4,11,15432,811,2,232,106,0,11,0,2263,1039,83,7030,15,24,35,5,98,2,516,3,0,6194,2,7,0,0,0,95,8835,4,0,0,2,581,6297,6346,6,594,1,1,18,4,5,1,5,2,1773,10,82,2,387,38,6,8395,30,35,13,8,4154,9239,2,4412,7893,9080,3328,5507,534,726,10,9324,7,2,3118,474,8,1,3,0,19,6764,33,16,10126,11498,8913,9766,10,1982,11,113,10,9553,9,2,36,0,0,0,32,7,497,7,730,7,2,0,9,14699,0,112,266,44,0,11,135,16,24,59,22,45,0,6,2,43,0,0,2,0,4,6,628,1,3581,12,5,0,23,24,58,2,14,16,1,2,535,1473,119,837,6,89,6027,12626,5718,1020,4058,9750,21,10283,11128,5830,8577,1,10,4,187,486,0,6406,74,4,10139,5,2,4,1,3,1428,1242,28,8,5,338,1883,3938,6556
21,0,0,896,0,0,762,1,0,62,2,192,3361,13,1,2,132,8,1,5,3,16,0,1008,356,8,0,28,1,0,0,0,466,11,2,50,143,1,7,208,1056,427,5045,0,847,0,1,11079,182,3741,1,220,3,27,1,16,0,1,1,5,80,16,4,1,513,208,1,8796,17,63,4,7,1,1180,2144,4,1,3,8662,266,0,126,51,0,9,1,2947,1433,26,6878,1,10,33,1,60,3,307,2,0,7948,1,4,0,0,0,74,8886,0,0,0,1,244,6610,4824,0,344,0,0,51,2,5,0,2,1,2416,3,20,2,233,39,3,9566,19,14,9,3,4449,12553,1,6822,8600,9381,3789,3911,668,440,3,3485,2,0,2730,307,1,2,0,0,21,3966,10,7,16033,14115,10609,9556,3,1953,11,94,10,12657,2,0,12,1,1,0,8,7,230,3,506,3,1,1,2,14836,0,38,118,11,5,4,133,18,17,43,14,8,0,3,0,25,1,0,0,0,71,0,668,1,3127,4,4,0,25,19,56,2,29,9,0,0,268,1186,48,758,2,29,7130,12233,7108,577,5268,12344,12,13366,14490,6412,8581,0,2,5,116,258,0,6107,73,5,6664,5,1,2,1,3,515,577,20,7,1,222,1799,4677,6107
16,1,1,1106,0,0,728,5,0,52,5,128,3721,9,1,0,125,8,2,8,1,3,2,1229,372,11,0,32,3,0,2,3,436,12,4,49,169,2,5,224,1054,462,5442,0,969,0,1,12927,194,4276,2,238,0,23,2,12,0,1,1,1,104,18,1,0,437,203,0,9954,14,67,5,9,0,1095,2311,16,4,6,11064,315,1,123,60,0,9,0,3200,1567,30,7904,3,35,21,2,59,1,355,1,0,8288,4,3,0,0,0,86,10842,1,0,0,0,280,8360,5825,1,358,1,0,19,2,30,0,2,3,2886,2,25,0,218,26,4,8069,20,14,8,9,5438,10070,3,8258,9811,11787,4265,4509,531,445,2,4436,3,3,3125,301,4,0,3,0,12,4612,26,7,17779,16173,12546,10245,1,2329,6,67,9,14698,5,2,8,2,0,0,8,5,255,2,540,5,0,0,1,13726,0,59,129,28,1,6,125,10,24,40,6,13,1,1,0,33,2,0,3,0,86,2,654,1,3699,3,4,0,31,22,36,1,23,1,1,2,258,1340,51,630,5,30,8579,15154,8318,677,6391,15109,4,16276,17867,7295,10102,3,2,5,95,306,0,7247,35,1,7861,5,1,0,0,3,735,558,21,5,0,225,1935,5236,6925
19,0,0,1069,0,0,732,5,0,36,1,140,4001,18,0,0,154,4,3,0,4,4,2,1164,477,5,0,33,5,0,2,1,495,18,3,77,199,0,2,269,1168,506,5870,0,927,0,6,13612,200,4232,1,255,6,24,1,9,0,0,0,1,147,31,3,0,547,157,1,10955,23,50,3,6,0,1106,2475,6,4,0,11543,331,1,148,71,0,7,1,3730,1721,32,9120,4,20,29,1,78,3,407,0,0,8699,1,3,0,0,0,107,11204,0,0,0,2,274,8312,6065,0,390,3,0,10,0,18,0,5,2,2912,3,35,3,216,30,2,7598,19,15,17,6,5331,9903,2,8149,10142,13521,4967,4577,537,428,2,4769,3,2,3397,348,2,1,4,0,14,4809,16,5,17960,17246,13565,10416,10,2421,3,72,10,15222,1,0,21,3,0,1,12,7,247,4,635,3,1,0,0,14559,0,50,154,15,3,3,119,45,17,38,17,15,0,0,0,30,2,1,0,1,76,1,719,5,3622,3,2,0,31,16,49,2,14,7,0,2,247,1268,56,653,3,43,8956,14748,9267,687,6749,14747,11,16085,18095,7941,10555,0,1,3,87,382,0,7124,62,1,8173,1,0,3,0,3,928,615,19,7,2,218,2042,5626,7288
26,0,1,1157,2,1,825,6,1,39,2,144,4124,15,1,1,131,5,2,1,1,5,0,1204,409,7,0,37,2,0,2,1,507,16,3,87,186,0,1,270,1168,482,6077,0,996,0,1,14225,198,4794,0,265,5,35,3,13,0,0,0,3,116,15,2,1,557,177,1,11132,11,55,15,8,0,1152,2381,4,3,4,12545,346,3,110,47,0,10,0,3713,1839,39,8805,4,43,21,3,66,0,390,2,1,8783,0,3,1,0,0,103,11770,0,0,0,2,309,8834,6588,0,368,0,0,15,1,5,4,4,3,3298,1,24,5,210,39,2,8331,14,26,9,2,5746,10302,2,8542,10784,12876,4352,5287,568,407,1,5566,5,2,3377,354,6,0,0,0,11,5425,24,5,18564,17576,13341,11368,15,2443,4,95,2,16053,0,1,21,3,2,1,10,13,314,3,478,3,0,0,4,14874,1,65,143,23,3,1,122,27,30,46,13,18,0,1,0,25,2,0,0,0,66,6,792,2,4090,3,2,1,40,20,33,1,20,5,0,1,349,1345,50,736,5,49,9409,15234,9306,785,6868,16009,9,15969,18711,7614,10513,1,5,6,139,323,0,8167,71,1,9079,3,1,5,0,2,984,736,13,7,1,225,1992,5693,7331
21,0,2,1384,0,2,838,8,0,42,3,136,4140,26,1,0,167,0,3,5,3,4,0,1378,483,8,0,34,0,0,5,3,530,15,6,127,263,2,3,280,1295,628,5920,0,1072,0,6,14962,225,4687,0,284,3,31,4,10,0,0,0,3,169,25,6,1,630,180,2,11899,16,57,3,2,0,1362,2536,14,5,6,15199,490,3,96,68,0,18,0,3861,1744,43,9437,3,18,32,2,62,1,453,2,0,8346,0,2,2,0,0,83,12476,1,0,0,10,357,8786,6891,0,439,1,0,22,1,6,0,3,0,3001,1,31,1,267,41,4,8344,23,25,16,3,6158,10070,0,8409,11233,12745,4562,5435,525,467,1,6498,1,3,3576,408,6,0,2,1,16,6170,20,8,17184,15876,12640,11699,7,2502,12,78,5,16151,1,0,14,2,2,0,11,11,318,2,627,5,0,1,0,15504,0,74,182,18,3,4,127,60,23,53,15,9,0,7,2,25,4,1,1,0,87,4,885,5,4326,2,5,0,34,19,35,1,16,10,0,0,355,1515,75,802,8,42,9643,14282,9163,910,7076,16027,7,15771,17560,7604,10400,0,7,4,98,414,0,8018,69,5,10210,1,2,1,1,1,1071,793,25,11,1,226,2208,5963,7986
29,0,5,2452,0,0,1233,3,0,41,1,217,3640,49,1,4,349,7,4,5,4,18,2,1455,764,5,0,37,2,0,1,3,608,14,10,269,436,0,6,364,1670,802,5890,0,1306,0,29,15636,485,5876,2,303,1,41,1,21,0,0,0,3,266,49,4,2,776,246,8,13778,20,63,17,24,2,1756,2867,14,3,4,22770,884,3,193,109,0,27,0,3603,1483,75,9466,8,25,35,2,79,4,710,2,1,6309,0,6,0,0,0,203,13731,3,0,0,2,769,8650,9400,2,579,0,0,20,1,9,0,4,3,2594,3,74,2,422,34,2,8063,33,16,10,4,6565,5510,0,6151,11662,12648,4539,7613,818,567,6,12191,3,2,3856,502,9,3,5,0,30,8856,27,12,12042,11558,10748,11448,12,2147,14,138,6,14372,7,0,34,5,1,0,15,7,401,5,1277,7,1,2,4,11289,0,118,343,53,1,5,157,52,58,63,7,50,0,4,0,32,3,1,1,0,2,3,949,1,4825,9,4,1,26,12,76,2,12,12,2,0,393,2117,144,1029,14,108,9014,12773,8463,1462,6055,14085,12,13507,14405,7553,11226,2,3,4,149,467,0,8704,119,6,13511,8,0,4,3,5,2064,1500,31,10,2,386,2360,5528,9874
32,0,2,2106,1,0,1404,8,3,54,2,143,2749,41,1,3,394,8,2,7,5,13,3,1286,670,7,0,32,4,0,2,3,590,5,21,315,472,1,7,346,1486,691,5292,0,986,2,4,13573,395,5412,3,277,2,27,4,26,0,0,1,6,339,55,8,0,678,227,7,11576,23,88,10,5,2,1488,2570,19,16,6,18266,1009,2,200,105,0,27,1,2777,1050,94,8426,18,37,37,7,92,1,698,2,0,5903,1,13,0,0,0,194,10526,1,0,0,2,723,6831,7144,4,565,0,0,18,4,6,0,6,5,2272,5,87,5,370,26,2,9323,33,18,10,4,5065,10480,0,5012,9167,10262,3908,6103,726,492,9,10939,4,0,3448,487,3,0,2,0,31,6421,25,10,10100,9438,8926,9907,13,1984,7,106,13,11365,6,0,40,8,1,0,22,7,409,2,1295,7,2,0,4,12378,0,102,324,58,1,6,129,29,76,44,20,42,0,3,0,42,3,0,3,0,5,5,698,4,3863,9,5,1,30,20,78,3,15,20,0,4,454,1659,160,962,8,105,6847,13051,6843,1280,4646,11452,23,10594,10761,6719,9949,3,4,5,195,505,0,6915,88,6,10643,8,0,1,4,2,2030,1513,51,9,6,408,1804,4503,7699
23,0,2,871,0,1,633,3,0,61,4,149,3563,11,0,0,125,3,1,0,3,4,0,1093,392,11,0,30,5,0,1,0,420,9,1,60,139,0,5,280,1105,513,5653,1,742,0,5,10662,136,3389,4,242,3,15,4,12,0,0,0,3,121,21,1,0,501,152,1,8318,15,70,1,6,0,1126,2237,7,3,2,8188,239,0,132,56,0,10,0,3139,1446,42,6706,4,20,46,3,64,0,405,0,0,7481,1,9,0,0,0,56,8938,2,0,0,1,213,6783,4416,1,396,0,1,5,2,11,0,3,1,2539,3,37,1,262,34,0,10314,19,24,10,9,4443,12912,2,7537,8961,10415,3909,3626,559,359,2,3341,1,2,3004,310,3,0,0,0,19,4115,19,5,16409,14336,10899,8838,11,2153,6,92,1,12736,2,0,17,5,0,0,9,4,237,4,656,5,0,0,2,12699,0,64,127,8,4,3,105,21,17,50,18,7,0,4,1,24,1,0,1,0,33,2,629,4,3178,6,6,0,35,15,42,2,24,7,0,0,231,1050,61,731,7,39,7225,11996,7358,571,5461,12123,15,14347,15957,6814,8481,1,5,2,83,345,0,5038,37,2,6478,3,0,2,7,3,498,456,19,7,1,231,1734,4678,5900
23,0,1,1004,0,0,639,6,0,39,2,108,3847,12,0,1,102,2,2,2,1,5,3,1124,370,8,0,75,3,0,2,1,477,17,0,59,140,3,2,297,1105,461,5717,0,789,0,2,12163,142,3961,2,288,3,17,3,11,0,0,0,2,97,21,2,1,479,183,2,9450,14,55,1,4,0,1077,2268,6,0,3,9442,285,1,102,56,0,8,0,3262,1576,26,7655,4,13,41,1,71,0,303,2,2,8022,2,2,0,0,0,75,10289,0,0,0,0,228,7603,5025,0,377,0,0,6,1,11,0,6,1,2912,7,32,0,213,37,2,9250,26,20,9,1,5120,11023,1,8165,9596,11366,4177,4168,516,426,1,3978,4,2,3191,357,2,1,2,0,9,4587,18,17,17845,16289,12422,9917,12,2149,9,80,9,14691,3,0,27,2,0,0,7,4,210,3,461,2,2,0,2,12495,0,44,118,17,3,6,109,20,24,41,15,8,0,2,0,15,2,0,2,0,60,1,659,0,3412,4,1,0,26,24,47,2,21,5,0,1,219,1196,43,745,2,42,8293,14209,8556,733,6360,14734,11,16096,17818,7402,9071,0,2,5,69,334,0,5219,43,1,7430,2,0,0,4,1,578,520,14,7,0,227,1824,4881,6302
18,0,0,1075,0,0,717,8,0,52,1,144,4158,19,1,1,148,3,5,3,0,19,1,1150,453,6,0,59,1,0,1,3,507,13,3,84,196,0,6,298,1165,472,6201,0,873,0,5,12723,186,4308,2,287,3,31,3,17,0,0,0,2,107,17,3,1,599,179,6,10451,12,55,2,6,2,1190,2485,11,5,1,10950,296,1,121,51,0,10,3,3548,1872,47,8243,5,21,40,5,89,0,380,1,0,7740,3,3,0,0,0,70,11000,0,0,0,1,267,7916,5418,1,396,0,0,14,0,20,2,7,4,2899,7,43,0,230,36,4,8988,17,20,11,8,5143,10625,0,8103,10122,11629,4528,4552,595,473,2,4697,3,3,3206,385,5,1,3,0,19,5076,18,5,16270,16338,11526,10332,9,2309,6,70,2,14730,3,0,14,1,3,0,14,8,246,3,634,1,1,1,4,13770,0,69,152,62,3,2,101,14,31,54,15,12,0,4,1,32,2,0,2,0,59,0,802,0,3811,6,5,1,46,21,49,2,17,9,0,1,248,1267,53,702,3,45,8661,13064,8906,813,6268,15031,1,15976,18722,7551,9648,1,2,4,60,348,1,5810,54,3,7947,6,0,1,1,2,711,556,23,6,0,238,1928,5303,6771
31,0,0,1174,0,1,688,16,0,72,1,139,4652,28,10,2,136,3,3,0,3,5,0,1258,483,6,0,69,4,0,1,2,556,16,3,87,193,1,3,289,1177,524,6293,0,1016,0,6,13515,193,4096,0,283,1,39,1,16,0,0,0,2,106,26,4,0,570,184,4,10843,15,82,4,5,1,1320,2462,13,3,4,12424,392,1,105,53,0,7,0,3871,2002,45,8436,5,14,26,1,80,3,351,1,0,7962,1,3,4,0,0,93,12340,1,0,0,2,252,8326,6138,2,420,0,0,12,2,6,0,3,1,2999,4,35,2,186,56,4,8562,25,24,34,4,5469,11355,0,8288,10696,12979,4467,5239,560,483,0,5914,1,3,3438,386,4,0,3,0,16,5554,17,7,16192,16348,13046,10834,7,2468,8,88,3,15606,3,0,16,1,1,0,8,9,265,5,562,5,1,0,3,13594,0,74,171,57,3,4,103,21,30,50,11,10,0,2,1,21,1,0,2,0,75,2,830,3,4017,2,6,1,36,19,44,1,18,7,1,1,323,1312,62,695,5,56,9448,14373,9953,806,6589,14935,8,16843,19584,8133,10465,1,2,3,82,390,0,6684,37,3,8336,31,0,1,0,1,807,580,18,14,2,202,2091,5806,7365
28,0,1,1428,0,0,795,10,0,58,2,148,4694,20,1,0,198,2,5,1,1,6,1,1453,511,3,0,56,6,0,0,0,583,25,8,88,259,2,4,350,1390,649,6516,0,1082,0,4,14294,234,4178,0,309,4,27,2,7,0,5,0,2,132,25,3,1,608,202,5,11997,22,53,5,0,2,1554,2766,12,3,2,15005,452,0,128,62,0,11,3,3958,1688,47,9321,8,24,39,1,85,3,396,2,0,8023,2,2,0,0,0,105,12678,0,0,0,3,313,8509,7010,0,447,1,0,13,6,7,2,3,1,2995,0,47,3,264,44,4,8667,32,26,13,3,6388,10837,0,8723,11447,12725,4685,5673,609,455,0,6899,0,0,3741,445,6,0,2,0,11,6763,26,7,15961,15226,12047,11555,9,2656,23,86,11,15810,0,0,11,4,0,0,6,5,326,0,634,5,0,0,3,14372,0,64,156,16,3,6,137,23,25,63,12,23,0,2,1,27,1,0,2,0,52,4,934,2,4305,6,1,1,35,23,41,3,30,13,0,1,344,1598,72,819,5,55,9654,14075,10485,1013,7183,15546,11,16701,17895,8288,10830,0,5,0,107,478,0,6841,39,3,9654,3,0,0,1,2,1026,786,22,7,2,251,2137,5948,8357
28,0,2,2443,0,1,1372,7,1,47,3,220,4181,37,1,1,359,7,2,9,6,7,3,2117,844,5,0,36,2,0,3,1,743,29,10,374,649,1,6,506,1847,920,7141,0,1403,1,6,15661,555,5510,4,423,2,61,2,23,0,0,0,1,355,56,9,0,876,367,5,14031,20,65,6,13,3,2290,4026,10,1,10,23074,1581,1,211,110,0,21,1,4076,1521,83,10658,12,38,35,6,113,1,866,1,0,6713,2,9,0,0,0,203,14405,1,0,0,2,1079,8174,8611,0,935,0,2,28,5,3,0,5,1,2611,4,114,3,360,31,4,7463,26,31,13,21,6586,5215,1,6474,11724,12458,4773,7384,1052,585,6,12198,3,1,4603,845,10,1,1,0,26,8783,29,25,13015,12666,10796,12280,10,3825,14,142,14,15825,2,0,22,4,0,0,24,7,450,8,1290,9,1,1,2,12873,0,134,371,98,3,8,164,50,86,54,18,31,0,6,1,46,2,0,1,0,1,6,1031,8,4608,7,4,0,25,19,121,1,13,39,0,1,482,2407,147,1036,9,154,9069,12493,9570,1573,6318,14940,17,15269,16154,9102,12207,3,11,7,188,683,1,7890,82,6,12484,11,0,3,0,4,4048,2293,22,15,4,338,2568,5625,9879
28,0,5,2044,0,0,1410,3,2,77,3,186,3411,40,0,5,366,3,0,14,3,10,0,1793,710,10,0,30,6,0,2,1,685,13,14,429,779,1,3,373,1881,905,5932,1,1296,0,6,14290,465,5743,1,305,5,46,4,27,0,0,0,3,376,75,5,1,720,267,10,11849,26,77,7,15,1,2130,3099,13,9,4,19116,1247,3,229,100,0,27,0,3114,1214,79,9426,10,36,41,5,106,2,727,0,0,6051,0,12,0,0,0,152,12045,1,0,0,0,755,7690,7183,0,783,1,0,17,6,3,1,7,5,2190,8,137,1,426,34,6,9542,25,27,14,33,5401,10960,2,5343,9558,11634,4279,6675,831,568,7,10707,2,0,4053,705,7,0,4,2,30,6400,21,13,11067,11266,9949,10980,10,3311,14,118,9,12802,7,0,32,2,1,0,32,14,454,4,1052,9,3,1,11,12923,0,111,322,78,6,9,152,34,73,59,16,69,0,4,0,36,2,0,1,1,5,4,854,1,3974,11,12,0,29,22,115,2,10,27,0,4,505,1830,176,1010,13,97,7466,13543,8403,1462,5044,12848,20,12238,13258,8343,11197,3,8,11,226,650,1,6632,103,5,10628,7,0,1,0,3,2827,1995,31,5,3,375,2170,4679,8269
